SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|,|VMS\STARTS+CLASSES_ps3cl|,|STARTS+CLASSES_ps3cl\VMS|,|VMS\FINE_STARTS+CLASSES_ps3cl|,|FINE_STARTS+CLASSES_ps3cl\VMS|,|VMS\EKSTAZI+CLASSES_ps3cl|,|EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps3cl|,|FINE_EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\STARTS+METHODS-F_ps3cl|,|STARTS+METHODS-F_ps3cl\VMS|,|VMS\FINE_STARTS+METHODS-F_ps3cl|,|FINE_STARTS+METHODS-F_ps3cl\VMS|,|VMS\EKSTAZI+METHODS-F_ps3cl|,|EKSTAZI+METHODS-F_ps3cl\VMS|,|VMS\FINE_EKSTAZI+METHODS-F_ps3cl|,|FINE_EKSTAZI+METHODS-F_ps3cl\VMS|
4c306c847ebc63d8642f62d0de4f56ff6250afb5,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4372e81347f5593c3dae8fc7b122c5d45c3057ef,0,0,0,0,8,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07b12a6d31144fe29c9b87e4dcfc0ea5d2bd3ad5,0,0,0,0,8,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77f7422ee589c192669dd962ff51be5143222177,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0c656067eafac31d99f38724bf422442848f4e4,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0
a557ff1d4d283e8d5aca1be48f94cae919387b68,0,0,0,0,8,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b70c659f88b83374092a4045f34318f5dd929423,0,0,0,0,8,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599ebe7d0008d8f342204e32f2ee05ea5b90fe4,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c92a666d9f981cae52575957109dac5eb3e253b7,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5882ac1c31f0a6d4a06767bafb5c46f674efedd7,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,118,0,79,0,72,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,8,0,17,0,8,0,23,0,10
arith_mean,0,0,0,0,5.90,0,4.94,0,3.60,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,0,8.00,0,8.00,0,8.00,0,5.67,0,8.00,0,7.67,0,10.00
geo_mean,0,0,0,0,4.29,0,3.54,0,2.85,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,0,8.00,0,8.00,0,8.00,0,4.00,0,8.00,0,6.69,0,10.00
